Emotions,Path
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-04-02-01-02-13.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-07-01-01-01-13.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-02-02-01-01-13.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-05-02-01-01-13.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-04-01-02-01-13.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-05-01-02-02-13.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-03-01-02-01-13.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-04-02-02-01-13.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-07-01-02-01-13.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-07-02-01-01-13.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-03-02-01-02-13.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-05-02-01-02-13.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-02-02-02-02-13.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-02-01-02-01-13.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-06-02-02-02-13.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-03-01-01-01-13.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-06-02-01-01-13.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-04-02-02-02-13.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-02-02-02-01-13.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-08-01-02-02-13.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-02-02-01-02-13.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-02-01-01-02-13.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-04-01-02-02-13.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-08-01-02-01-13.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-05-02-02-01-13.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-08-01-01-01-13.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-05-01-01-02-13.wav
neutral,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-01-01-01-02-13.wav
neutral,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-01-01-02-02-13.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-03-02-02-02-13.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-05-02-02-02-13.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-07-01-02-02-13.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-06-01-01-02-13.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-08-01-01-02-13.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-04-01-01-01-13.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-05-01-01-01-13.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-06-02-02-01-13.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-05-01-02-01-13.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-03-01-01-02-13.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-03-02-01-01-13.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-06-01-01-01-13.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-03-01-02-02-13.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-06-01-02-01-13.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-07-02-02-02-13.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-02-01-02-02-13.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-04-01-01-02-13.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-07-01-01-02-13.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-07-02-01-02-13.wav
neutral,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-01-01-02-01-13.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-07-02-02-01-13.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-04-02-01-01-13.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-06-02-01-02-13.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-02-01-01-01-13.wav
neutral,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-01-01-01-01-13.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-06-01-02-02-13.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-03-02-02-01-13.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-08-02-02-01-13.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-08-02-01-02-13.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-08-02-02-02-13.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-08-02-01-01-13.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-05-01-02-02-14.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-05-01-01-01-14.wav
neutral,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-01-01-02-01-14.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-04-01-01-02-14.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-07-02-01-02-14.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-06-02-02-02-14.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-03-01-02-02-14.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-03-02-02-01-14.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-03-01-01-02-14.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-02-02-01-02-14.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-06-01-01-01-14.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-04-01-02-01-14.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-04-01-02-02-14.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-04-02-01-01-14.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-06-02-02-01-14.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-03-01-01-01-14.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-05-02-01-02-14.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-06-01-01-02-14.wav
neutral,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-01-01-01-01-14.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-07-02-01-01-14.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-04-02-02-01-14.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-03-01-02-01-14.wav
neutral,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-01-01-02-02-14.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-02-01-01-01-14.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-08-01-01-01-14.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-07-02-02-02-14.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-06-01-02-01-14.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-03-02-01-01-14.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-06-01-02-02-14.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-04-02-02-02-14.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-02-01-02-01-14.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-02-02-02-01-14.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-04-01-01-01-14.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-02-02-01-01-14.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-07-02-02-01-14.wav
neutral,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-01-01-01-02-14.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-05-02-02-01-14.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-03-02-02-02-14.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-05-02-01-01-14.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-05-01-02-01-14.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-02-01-02-02-14.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-02-02-02-02-14.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-05-02-02-02-14.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-05-01-01-02-14.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-07-01-02-01-14.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-06-02-01-01-14.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-07-01-01-02-14.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-06-02-01-02-14.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-07-01-01-01-14.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-07-01-02-02-14.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-04-02-01-02-14.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-02-01-01-02-14.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-03-02-01-02-14.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-08-02-01-01-14.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-08-01-01-02-14.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-08-02-02-01-14.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-08-02-02-02-14.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-08-01-02-02-14.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-08-01-02-01-14.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-08-02-01-02-14.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-04-02-02-01-15.wav
neutral,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-01-01-02-01-15.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-06-02-01-01-15.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-05-02-01-02-15.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-06-01-02-02-15.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-02-01-02-01-15.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-05-02-02-01-15.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-05-01-02-01-15.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-03-02-01-01-15.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-02-01-02-02-15.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-03-01-01-02-15.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-02-01-01-02-15.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-04-01-01-02-15.wav
neutral,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-01-01-01-01-15.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-04-02-01-02-15.wav
neutral,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-01-01-02-02-15.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-03-01-02-02-15.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-04-02-02-02-15.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-05-02-01-01-15.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-03-01-01-01-15.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-04-01-02-01-15.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-04-01-01-01-15.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-02-02-02-02-15.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-02-01-01-01-15.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-05-02-02-02-15.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-02-02-02-01-15.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-03-02-01-02-15.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-06-01-02-01-15.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-03-01-02-01-15.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-06-02-02-01-15.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-05-01-02-02-15.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-05-01-01-01-15.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-03-02-02-01-15.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-06-02-01-02-15.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-04-01-02-02-15.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-04-02-01-01-15.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-03-02-02-02-15.wav
neutral,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-01-01-01-02-15.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-02-02-01-01-15.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-02-02-01-02-15.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-05-01-01-02-15.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-06-01-01-01-15.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-06-01-01-02-15.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-08-02-01-02-15.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-07-02-02-02-15.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-08-02-01-01-15.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-07-01-02-02-15.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-07-01-01-02-15.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-07-02-01-01-15.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-08-01-02-01-15.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-08-01-01-02-15.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-06-02-02-02-15.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-08-02-02-01-15.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-07-01-02-01-15.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-08-01-01-01-15.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-08-01-02-02-15.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-08-02-02-02-15.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-07-01-01-01-15.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-07-02-02-01-15.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-07-02-01-02-15.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_16/03-01-05-01-01-02-16.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_16/03-01-04-01-01-02-16.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_16/03-01-04-02-02-02-16.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_16/03-01-03-01-02-02-16.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_16/03-01-04-02-01-02-16.wav
neutral,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_16/03-01-01-01-02-02-16.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_16/03-01-03-02-01-02-16.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_16/03-01-02-01-02-01-16.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_16/03-01-05-02-01-02-16.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_16/03-01-05-01-02-02-16.wav
neutral,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_16/03-01-01-01-01-02-16.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_16/03-01-02-02-02-01-16.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_16/03-01-03-01-01-01-16.wav
